"","LastName","FirstName","DatasetID","Dataset","species","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr"
"11","Kleyer","Michael",25,"The LEDA Traitbase","Abies grandis",50,"Abies grandis",173366,1833733,3106,"Plant height vegetative",19,"Plant height vegetative","single value [m]","30","m","Minimum",NA,NA,NA,30,"m",NA,NA,1.91991,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","mean of observation",NA
"12","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",1257783,3485906,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","40","m","Low",NA,NA,NA,40,"m",NA,NA,2.06776,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"13","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",762462,3485907,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","60","m","High",NA,NA,NA,60,"m",NA,NA,2.27615,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"14","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",762463,3485909,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","83","m","Mean",NA,NA,NA,83,"m",NA,NA,2.44292,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"15","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",762464,3485911,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","40","m","Low",NA,NA,NA,40,"m",NA,NA,2.06776,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"16","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",1257784,3485912,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","70","m","High",NA,NA,NA,70,"m",NA,NA,2.35537,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"17","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",1257785,3485913,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","100","m","Maximum",NA,NA,NA,100,"m",NA,NA,2.53869,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"18","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",762465,3485915,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","43","m","Low",NA,NA,NA,43,"m",NA,NA,2.10493,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"19","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",1257786,3485916,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","61","m","High",NA,NA,NA,61,"m",NA,NA,2.28464,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"20","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",1257787,3485917,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","76","m","Maximum",NA,NA,NA,76,"m",NA,NA,2.39764,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"21","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",762466,3485919,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","40","m","Low",NA,NA,NA,40,"m",NA,NA,2.06776,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"22","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",1257788,3485920,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","61","m","High",NA,NA,NA,61,"m",NA,NA,2.28464,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"23","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",762467,3485922,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","30","m","Low",NA,NA,NA,30,"m",NA,NA,1.91991,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"24","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",1257790,3485923,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","50","m","High",NA,NA,NA,50,"m",NA,NA,2.18244,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"25","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",1257789,3485924,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","100","m","Maximum",NA,NA,NA,100,"m",NA,NA,2.53869,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"26","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies grandis",50,"Abies grandis",764117,3490181,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","75","m","Mean",NA,NA,NA,75,"m",NA,NA,2.39083,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"27","Ozinga","Wim",116,"The Netherlands Plant Height Database","Abies grandis",50,"Abies grandis",964653,6113111,3106,"Plant height vegetative",19,"Plant height vegetative","Plant_height_max","7000","cm","Single",NA,NA,NA,70,"m",NA,4798399,2.35537,"unpub.",NA,NA
"28","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies lasiocarpa",56,"Abies lasiocarpa",762475,3485942,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","25","m","Low",NA,NA,NA,25,"m",NA,NA,1.8262,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"29","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies lasiocarpa",56,"Abies lasiocarpa",1257793,3485943,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","35","m","High",NA,NA,NA,35,"m",NA,NA,1.99913,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"30","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies lasiocarpa",56,"Abies lasiocarpa",762476,3485945,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","43","m","Mean",NA,NA,NA,43,"m",NA,NA,2.10493,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"31","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies lasiocarpa",56,"Abies lasiocarpa",762477,3485947,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","13.71555","m","Low",NA,NA,NA,13.71555,"m",NA,NA,1.51766,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"32","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies lasiocarpa",56,"Abies lasiocarpa",1257794,3485948,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","30.479","m","High",NA,NA,NA,30.479,"m",NA,NA,1.92805,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"33","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies lasiocarpa",56,"Abies lasiocarpa",762478,3485950,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","18","m","Low",NA,NA,NA,18,"m",NA,NA,1.65737,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"34","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies lasiocarpa",56,"Abies lasiocarpa",1257795,3485951,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","40","m","High",NA,NA,NA,40,"m",NA,NA,2.06776,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"35","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies lasiocarpa",56,"Abies lasiocarpa",762479,3485953,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","20","m","Mean",NA,NA,NA,20,"m",NA,NA,1.71152,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"36","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer circinatum",803,"Acer circinatum",762519,3486052,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","9.1","m","Mean",NA,NA,NA,9.1,"m",NA,NA,1.74699,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"37","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer circinatum",803,"Acer circinatum",762520,3486054,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","6","m","Low",NA,NA,NA,6,"m",NA,NA,1.15724,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"38","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer circinatum",803,"Acer circinatum",1257815,3486055,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","8","m","High",NA,NA,NA,8,"m",NA,NA,1.56457,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"39","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer glabrum",818,"Acer glabrum",1257817,3486065,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","6.1","m","Low",NA,NA,NA,6.1,"m",NA,NA,1.18065,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"40","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer glabrum",818,"Acer glabrum",762525,3486066,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","9.1","m","High",NA,NA,NA,9.1,"m",NA,NA,1.74699,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"41","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer glabrum",818,"Acer glabrum",1257816,3486067,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","12.2","m","Maximum",NA,NA,NA,12.2,"m",NA,NA,2.16208,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"42","Cornwell","Will",55,"Jasper Ridge Californian Woody Plants Database","Acer macrophyllum",833,"Acer macrophyllum",218182,2311962,3106,"Plant height vegetative",19,"Plant height vegetative","max.height","14.7","m","Single",NA,NA,NA,14.7,"m",NA,NA,2.42602,"Preston, K. A., W. K. Cornwell, and J. L. DeNoyer. 2006. Wood density and vessel traits as distinct correlates of ecological strategy in 51 California coast range angiosperms. New Phytologist 170:807-818.","maximum observed height, maximum height observed during the survey",NA
"43","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer macrophyllum",833,"Acer macrophyllum",762528,3486074,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","15","m","Mean",NA,NA,NA,15,"m",NA,NA,2.45463,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"44","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer macrophyllum",833,"Acer macrophyllum",762529,3486076,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","33","m","Mean",NA,NA,NA,33,"m",NA,NA,3.57101,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
"45","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer macrophyllum",833,"Acer macrophyllum",762530,3486078,3106,"Plant height vegetative",19,"Plant height vegetative","MaximumHeight","30","m","Mean",NA,NA,NA,30,"m",NA,NA,3.43606,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",NA,NA
